genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
336306.21	Enterobacter cloacae subsp. cloacae strain 953086287	WGS	5875715	Good		701	94.8	99.3	89.8	5.1
336306.16	Enterobacter cloacae subsp. cloacae strain ST108:941726609	WGS	5288220	Good		340	96.7	99.4	100	3
336306.17	Enterobacter cloacae subsp. cloacae strain ST121:950178628	WGS	5296650	Good		152	97.5	99	100	0.8
1643812.4	Enterobacter sp. GN02174	WGS	5013716	Good		67	95.3	96.5	92.8	1
336306.13	Enterobacter cloacae subsp. cloacae strain B2	WGS	4950033	Good		269	97.3	99.6	100	0.8
336306.20	Enterobacter cloacae subsp. cloacae strain ST252:950126202	WGS	11768794	Poor		2263	45.3	98.2	100	60.6
336306.24	Enterobacter cloacae subsp. cloacae strain ST436:951358951	WGS	5379251	Good		779	92.9	99	99.7	11.9
718254.4	Enterobacter cloacae subsp. cloacae NCTC 9394	Complete	4908759	Good	0	1	94.8	98.7	98	2.8
336306.34	Enterobacter cloacae subsp. cloacae strain 60830776	WGS	5168633	Good		140	98.1	99.7	100	0
336306.33	Enterobacter cloacae subsp. cloacae strain MN73R	WGS	4759704	Good		24	98.6	99.3	100	0
336306.35	Enterobacter cloacae subsp. cloacae strain 49530189	WGS	5467426	Good		170	98	99.3	100	0.3
716541.43	Enterobacter cloacae subsp. cloacae ATCC 13047	Plasmid	199562		1	1				
336306.32	Enterobacter cloacae subsp. cloacae strain CAPREX E2-2	WGS	5028994	Good		21	98.4	99.5	100	0
336306.23	Enterobacter cloacae subsp. cloacae strain ST435:939705067	WGS	5885403	Good		784	96.5	99.7	100	2.7
1203195.3	Enterobacter cloacae subsp. cloacae 08XA1	WGS	4875756	Good	0	51	98.2	99.3	99.7	0
1211025.3	Enterobacter cloacae subsp. cloacae ENHKU01	Complete	4726582	Good	0	1	98.2	99.3	100	0
1659715.3	Enterobacter sp. GN02616	WGS	5265663	Good		81	95.3	96.6	93.1	1.3
1619249.3	Enterobacter sp. 42324	WGS	5440401	Good		86	95.1	96.5	93.1	0.7
336306.14	Enterobacter cloacae subsp. cloacae strain B3	WGS	4969541	Good		367	96.2	99.6	100	2
336306.18	Enterobacter cloacae subsp. cloacae strain ST145:950180354	WGS	4971962	Good		153	98.4	99.6	100	0.3
336306.19	Enterobacter cloacae subsp. cloacae strain ST433:953102574	WGS	5677276	Good		811	95.6	99.4	98.8	3.9
336306.25	Enterobacter cloacae subsp. cloacae strain SZECL	WGS	4893955	Good		29	98.2	99.4	100	0
336306.40	Enterobacter cloacae subsp. cloacae strain SERP1	WGS	4966856	Good		240	96.1	99.5	100	3
716541.4	Enterobacter cloacae subsp. cloacae ATCC 13047	Complete	5598796	Good	2	3	97.9	99.5	100	1.2
336306.42	Enterobacter cloacae subsp. cloacae strain NUH14_ECL028	WGS	5175040	Good		149	97.6	99.4		
336306.31	Enterobacter cloacae subsp. cloacae strain CAPREX_E7	WGS	5034327	Good		15	98.4	99.5	100	0
336306.36	Enterobacter cloacae subsp. cloacae strain 2016_smu953	Complete	4928285	Poor		1	46.3	96.5	99.1	67.5
716541.44	Enterobacter cloacae subsp. cloacae ATCC 13047	Plasmid	84653		1	1				
