	genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
0	1203545.3	Klebsiella pneumoniae subsp. pneumoniae WGLW2	WGS	5729369.0	Good	0.0	32	98.2	99.6	100.0	0.0
1	1203546.5	Klebsiella pneumoniae subsp. pneumoniae WGLW3	WGS	5518063.0	Good	0.0	23	98.0	99.5	100.0	0.0
2	1203547.3	Klebsiella pneumoniae subsp. pneumoniae WGLW5	WGS	5788283.0	Good	0.0	34	98.6	99.6	100.0	0.3
3	1226115.3	Klebsiella pneumoniae subsp. pneumoniae KpQ3	WGS	5401505.0	Good	0.0	54	97.6	99.4	100.0	0.0
4	72407.921	Klebsiella pneumoniae subsp. pneumoniae strain 1357/2245	WGS	5560998.0	Good		62	98.2	99.7	99.7	0.0
5	72407.1001	Klebsiella pneumoniae subsp. pneumoniae strain 1334/2217	WGS	5417700.0	Good		100	98.2	99.6	100.0	0.0
6	72407.1008	Klebsiella pneumoniae subsp. pneumoniae strain 1465/2377	WGS	5395444.0	Good		97	98.2	99.7	100.0	0.0
7	72407.1028	Klebsiella pneumoniae subsp. pneumoniae strain 1737/2713	WGS	5390814.0	Good		96	98.3	99.7	100.0	0.0
8	72407.1053	Klebsiella pneumoniae subsp. pneumoniae strain 744/1800	WGS	5399656.0	Good		97	98.4	99.8	99.7	0.0
9	72407.928	Klebsiella pneumoniae subsp. pneumoniae strain 1624/2578	WGS	5597709.0	Good		78	98.3	99.8	100.0	0.0
10	72407.952	Klebsiella pneumoniae subsp. pneumoniae strain 649/1571	WGS	5625267.0	Good		83	97.9	99.6	100.0	0.7
11	72407.961	Klebsiella pneumoniae subsp. pneumoniae strain 1356/2244	WGS	5553657.0	Good		85	98.2	99.9	100.0	0.0
12	72407.972	Klebsiella pneumoniae subsp. pneumoniae strain 1893/2912	WGS	5277343.0	Good		38	98.6	99.7	100.0	0.0
13	72407.981	Klebsiella pneumoniae subsp. pneumoniae strain 160/1080,2	WGS	5418782.0	Good		90	98.4	99.7	100.0	0.0
14	72407.1094	Klebsiella pneumoniae subsp. pneumoniae strain DG7721	WGS	5589484.0	Good		78	98.2	99.6	100.0	0.0
15	72407.1102	Klebsiella pneumoniae subsp. pneumoniae strain DG6658	WGS	5568497.0	Good		81	98.2	99.6	100.0	0.0
